cd_industry,ds_naics_industry,ds_naics_sector,ds_naics_supersector,ds_naics_domain,cd_sic_code,ds_sic_description,cd_industry_sector
3361,Motor vehicle manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33611,Automobile and light truck manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336111,Automobile manufacturing,Manufacturing,Manufacturing,Goods-producing,3711,Motor Vehicles and Car Bodies,33
336112,Light truck and utility vehicle manufacturing,Manufacturing,Manufacturing,Goods-producing,3711,Motor Vehicles and Car Bodies,33
33612,Heavy duty truck manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336120,Heavy duty truck manufacturing,Manufacturing,Manufacturing,Goods-producing,3711,Motor Vehicles and Car Bodies,33
3362,Motor vehicle body and trailer manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33621,Motor vehicle body and trailer manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336211,Motor vehicle body manufacturing,Manufacturing,Manufacturing,Goods-producing,3711,Motor Vehicles and Car Bodies,33
336212,Truck trailer manufacturing,Manufacturing,Manufacturing,Goods-producing,3715,Truck Trailers,33
336213,Motor home manufacturing,Manufacturing,Manufacturing,Goods-producing,3716,Motor Homes,33
336214,Travel trailer and camper manufacturing,Manufacturing,Manufacturing,Goods-producing,3792,Travel Trailers and Campers,33
3363,Motor vehicle parts manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33631,Motor vehicle gasoline engine and parts mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
336310,Motor vehicle gasoline engine and parts mfg.,Manufacturing,Manufacturing,Goods-producing,3592,"Carburetors, Pistons, Rings, Valves",33
336311,"Carburetor, piston, ring, and valve mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
336312,Gasoline engine and engine parts mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33632,Motor vehicle electric equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
336320,Motor vehicle electric equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3647,Vehicular Lighting Equipment,33
336321,Vehicular lighting equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336322,Other motor vehicle electric equipment mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33633,Motor vehicle steering and suspension parts,Manufacturing,Manufacturing,Goods-producing,,,33
336330,Motor vehicle steering and suspension parts,Manufacturing,Manufacturing,Goods-producing,3714,Motor Vehicle Parts and Accessories,33
33634,Motor vehicle brake system manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336340,Motor vehicle brake system manufacturing,Manufacturing,Manufacturing,Goods-producing,3292,Asbestos Products,33
33635,Motor vehicle power train components mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
336350,Motor vehicle power train components mfg.,Manufacturing,Manufacturing,Goods-producing,3292,Asbestos Products,33
33636,Motor vehicle seating and interior trim mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
336360,Motor vehicle seating and interior trim mfg.,Manufacturing,Manufacturing,Goods-producing,2396,Automotive and Apparel Trimmings,33
33637,Motor vehicle metal stamping,Manufacturing,Manufacturing,Goods-producing,,,33
336370,Motor vehicle metal stamping,Manufacturing,Manufacturing,Goods-producing,3465,Automotive Stampings,33
33639,Other motor vehicle parts manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336390,Other motor vehicle parts manufacturing,Manufacturing,Manufacturing,Goods-producing,3429,"Hardware, Nec",33
336391,Motor vehicle air-conditioning manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336399,All other motor vehicle parts manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3364,Aerospace product and parts manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33641,Aerospace product and parts manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336411,Aircraft manufacturing,Manufacturing,Manufacturing,Goods-producing,3721,Aircraft,33
336412,Aircraft engine and engine parts mfg.,Manufacturing,Manufacturing,Goods-producing,3724,Aircraft Engines and Engine Parts,33
336413,Other aircraft parts and equipment,Manufacturing,Manufacturing,Goods-producing,3728,"Aircraft Parts and Equipment, Nec",33
336414,Guided missile and space vehicle mfg.,Manufacturing,Manufacturing,Goods-producing,3761,Guided Missiles and Space Vehicles,33
336415,Space vehicle propulsion units and parts mfg.,Manufacturing,Manufacturing,Goods-producing,3764,Space Propulsion Units and Parts,33
336419,Other guided missile and space vehicle parts,Manufacturing,Manufacturing,Goods-producing,3769,"Space Vehicle Equipment, Nec",33
3365,Railroad rolling stock manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33651,Railroad rolling stock manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336510,Railroad rolling stock manufacturing,Manufacturing,Manufacturing,Goods-producing,3531,Construction Machinery,33
3366,Ship and boat building,Manufacturing,Manufacturing,Goods-producing,,,33
33661,Ship and boat building,Manufacturing,Manufacturing,Goods-producing,,,33
336611,Ship building and repairing,Manufacturing,Manufacturing,Goods-producing,3731,Shipbuilding and Repairing,33
336612,Boat building,Manufacturing,Manufacturing,Goods-producing,3069,"Fabricated Rubber Products, Nec",33
3369,Other transportation equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33699,Other transportation equipment manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
336991,"Motorcycle, bicycle, and parts manufacturing",Manufacturing,Manufacturing,Goods-producing,3751,"Motorcycles, Bicycles, and Parts",33
336992,Military armored vehicles and tank parts mfg.,Manufacturing,Manufacturing,Goods-producing,3711,Motor Vehicles and Car Bodies,33
336999,All other transportation equipment mfg.,Manufacturing,Manufacturing,Goods-producing,3799,"Transportation Equipment, Nec",33
337,Furniture and related product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3371,Household and institutional furniture mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
33711,Wood kitchen cabinet and countertop mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
337110,Wood kitchen cabinet and countertop mfg.,Manufacturing,Manufacturing,Goods-producing,2434,Wood Kitchen Cabinets,33
33712,Other household and institutional furniture,Manufacturing,Manufacturing,Goods-producing,,,33
337121,Upholstered household furniture manufacturing,Manufacturing,Manufacturing,Goods-producing,2512,Upholstered Household Furniture,33
337122,Nonupholstered wood household furniture mfg.,Manufacturing,Manufacturing,Goods-producing,2511,Wood Household Furniture,33
337124,Metal household furniture manufacturing,Manufacturing,Manufacturing,Goods-producing,2514,Metal Household Furniture,33
337125,"Household furniture, exc. wood or metal, mfg.",Manufacturing,Manufacturing,Goods-producing,2499,"Wood Products, Nec",33
337127,Institutional furniture manufacturing,Manufacturing,Manufacturing,Goods-producing,2531,Public Building and Related Furniture,33
337129,"Wood tv, radio, and sewing machine housings",Manufacturing,Manufacturing,Goods-producing,,,33
3372,Office furniture and fixtures manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33721,Office furniture and fixtures manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
337211,Wood office furniture manufacturing,Manufacturing,Manufacturing,Goods-producing,2521,Wood Office Furniture,33
337212,Custom architectural woodwork and millwork,Manufacturing,Manufacturing,Goods-producing,2541,Wood Partitions and Fixtures,33
337214,"Office furniture, except wood, manufacturing",Manufacturing,Manufacturing,Goods-producing,2522,"Office Furniture, Except Wood",33
337215,"Showcases, partitions, shelving, and lockers",Manufacturing,Manufacturing,Goods-producing,2426,Hardwood Dimension and Flooring Mills,33
3379,Other furniture related product manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33791,Mattress manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
337910,Mattress manufacturing,Manufacturing,Manufacturing,Goods-producing,2515,Mattresses and Bedsprings,33
33792,Blind and shade manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
337920,Blind and shade manufacturing,Manufacturing,Manufacturing,Goods-producing,2591,Drapery Hardware and Blinds and Shades,33
339,Miscellaneous manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
3391,Medical equipment and supplies manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33911,Medical equipment and supplies manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339111,Laboratory apparatus and furniture mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
339112,Surgical and medical instrument manufacturing,Manufacturing,Manufacturing,Goods-producing,3829,"Measuring and Controlling Devices, Nec",33
339113,Surgical appliance and supplies manufacturing,Manufacturing,Manufacturing,Goods-producing,2499,"Wood Products, Nec",33
339114,Dental equipment and supplies manufacturing,Manufacturing,Manufacturing,Goods-producing,3843,Dental Equipment and Supplies,33
339115,Ophthalmic goods manufacturing,Manufacturing,Manufacturing,Goods-producing,3851,Ophthalmic Goods,33
339116,Dental laboratories,Manufacturing,Manufacturing,Goods-producing,8072,Dental Laboratories,33
3399,Other miscellaneous manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33991,Jewelry and silverware manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339910,Jewelry and silverware manufacturing,Manufacturing,Manufacturing,Goods-producing,3172,"Personal Leather Goods, Nec",33
339911,"Jewelry, except costume, manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
339912,Silverware and hollowware manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339913,Jewelers' material and lapidary work mfg.,Manufacturing,Manufacturing,Goods-producing,,,33
339914,Costume jewelry and novelty manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33992,Sporting and athletic goods manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339920,Sporting and athletic goods manufacturing,Manufacturing,Manufacturing,Goods-producing,3069,"Fabricated Rubber Products, Nec",33
33993,"Doll, toy, and game manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
339930,"Doll, toy, and game manufacturing",Manufacturing,Manufacturing,Goods-producing,3069,"Fabricated Rubber Products, Nec",33
339931,Doll and stuffed toy manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339932,"Game, toy, and children''s vehicle mfg.",Manufacturing,Manufacturing,Goods-producing,,,33
33994,"Office supplies, except paper, manufacturing",Manufacturing,Manufacturing,Goods-producing,,,33
339940,"Office supplies, except paper, manufacturing",Manufacturing,Manufacturing,Goods-producing,2531,Public Building and Related Furniture,33
339941,Pen and mechanical pencil manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339942,Lead pencil and art good manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339943,Marking device manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339944,Carbon paper and inked ribbon manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
33995,Sign manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339950,Sign manufacturing,Manufacturing,Manufacturing,Goods-producing,3993,Signs and Advertising Specialties,33
33999,All other miscellaneous manufacturing,Manufacturing,Manufacturing,Goods-producing,,,33
339991,"Gasket, packing, and sealing device mfg.",Manufacturing,Manufacturing,Goods-producing,3053,Gaskets; Packing and Sealing Devices,33
339992,Musical instrument manufacturing,Manufacturing,Manufacturing,Goods-producing,3931,Musical Instruments,33
339993,"Fastener, button, needle, and pin mfg.",Manufacturing,Manufacturing,Goods-producing,3131,Footwear Cut Stock,33
339994,"Broom, brush, and mop manufacturing",Manufacturing,Manufacturing,Goods-producing,2392,"Household Furnishings, Nec",33
339995,Burial casket manufacturing,Manufacturing,Manufacturing,Goods-producing,3995,Burial Caskets,33
339999,All other miscellaneous manufacturing,Manufacturing,Manufacturing,Goods-producing,2499,"Wood Products, Nec",33
423,"Merchant wholesalers, durable goods",Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
4231,Motor vehicle and parts merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42311,Motor vehicle merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
423110,Motor vehicle merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5012,Automobiles and Other Motor Vehicles,42
42312,New motor vehicle parts merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
423120,New motor vehicle parts merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5013,Motor Vehicle Supplies and New Parts,42
42313,Tire and tube merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
423130,Tire and tube merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5014,Tires and Tubes,42
42314,Used motor vehicle parts merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
423140,Used motor vehicle parts merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5015,"Motor Vehicle Parts, Used",42
4232,Furniture and furnishing merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
42321,Furniture merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
423210,Furniture merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5021,Furniture,42
42322,Home furnishing merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,,,42
423220,Home furnishing merchant wholesalers,Wholesale trade,"Trade, transportation, and utilities",Service-providing,5023,Homefurnishings,42
